sentence,labels,topic
"thầy giảng bài cực kỳ thu hút , dễ hiểu , gây buồn ngủ , nhàm chán .",2,0
"lớp đông sinh viên , ngồi xa thấy rõ slide thầy chiếu bảng chữ nhỏ mờ phòng wzjwz166 gây khó tiếp thu bài học .",0,2
giảng dạy hơi khó hiểu .,0,0
giảng dạy tận tình .,2,0
"dạy loa , chú ý đến sinh viên .",0,0
thi cuối kỳ kiến thức quá khó .,0,1
giảng bài nhiệt tình .,2,0
"giảng dạy nhiệt tình , tạo cho sinh viên tính chủ động , rèn luyện kỹ năng làm nhóm .",2,0
còn ít giao tiếp học sinh về chuyên môn .,0,0
"nói một câu doubledot "" sao thầy thắc mắc thầy ? "" , mới đầu em cũng hơi sợ dot em còn chưa hiểu môn học .",0,0
tăng số buổi thực hành .,0,1
"máy nghe trang tốt hơn , phòng học sáng hơn .",0,2
đúng giờ nhiệt tình .,2,0
sinh viên hiểu bài .,0,1
"cô dạy hay , thích lớp cô dạy .",2,0
"cô dạy nhiệt tình , luôn quan tâm đến học sinh .",2,0
"nhiệt tình , tiếp cận hỗ trợ tốt điểm hiểu sinh viên , truyền đạt tốt , tạo nhịp điệu cho buổi học .",2,0
đôi giảng hơi nhanh .,1,0
nhiệt tình tận tâm giảng dạy !,2,0
"cô wzjwz272 nhiệt tình sinh viên , tạo kiện sinh viên đạt kết quả học tập cao .",2,0
"thầy dạy khó hiểu quá , tụi em tiếp thu vô ít .",0,0
"cập nhật đề cương giảng dạy môn học thường xuyên , kiến thức phù hợp thực tiễn .",0,1
"thầy dạy nhiệt tình , dễ hiểu , dễ áp dụng làm bài thi .",2,0
"hơn cô báo nghỉ trễ , cách sát giờ học .",0,0
"nhiệt tình giảng dạy , vui vẻ .",2,0
thời gian học lớp khá thoải mái .,2,1
giáo trình khó hiểu .,0,1
giọng thầy giảng bài nghe buốn ngủ .,0,0
"môn học ứng dụng thực tiễn hơn , hiện đặt nặng quá về lý thuyết suông , học cho cũng , gây hứng thú .",0,1
"cách truyền đạt , tận tâm giảng viên .",2,0
"giảng viên giảng dạy tận tình , dễ hiểu .",2,0
.,2,0
giảng viên đến lớp báo phòng đào tạo hay lớp trưởng ( thông báo nghỉ daadotuitdotedudotvn ) .,0,0
thầy dạy kỹ nhiệt tình .,2,0
"thầy vui tính , nhiệt tình , dạy dễ hiểu .",2,0
đổi sang ht1 .,0,1
"thầy nhiệt tình , tận tâm , hỗ trợ sinh viên làm đồ án nhiệt tình , vui vẻ .",2,0
"dạy hay dễ hiểu , lớp đầy đủ .",2,0
đúng thời gian lớp tận tình giảng dạy .,2,0
cơ sở vật chất chuẩn tốt hơn giảng viên kiện tốt giảng dạy .,0,2
ở bài cô thể nhận xét đúng sai nhóm thể biết nhóm sai thể tránh thiết kế này .,0,0
phương thức giảng dạy .,1,1
"thầy thoải mải trò giải quyết thắc mắc cho sinh viên , dẫn cách làm bài dễ hiểu cho sinh viên vướng mắc .",2,0
"thầy dạy nói nhanh , khó hiểu .",0,0
"cung cấp kiến thức mới , hay .",2,0
nói sâu về vấn đề khó .,0,0
cô nhiệt tình gửi tâm huyết bài giảng .,2,0
môn học này quá tải .,0,1
cô nhiệt tình tận tâm lớp .,2,0
kiến thức rộng .,2,1
thầy cho đề cương ôn sát phần thi .,0,0
"dạy chuẩn , đọc slide .",0,0
đặc biệt hướng dẫn thầy wzjwz162 .,0,0
"cô wzjwz131 dạy hầu hết kiến thức cho sinh viên dù lớp thực hành , cô tiếp tục giảng dạy học kỳ tới .",2,0
"hay nói dông dài giờ học , giảng dạy chưa nhiệt tình , buồn ngủ .",0,0
"giáo viên nhiệt tình , tâm huyết , vui tính .",2,0
bảo tự tìm hiểu .,0,0
trang nghe rõ .,0,2
thể mời thêm anh chị khóa tham gia chia sẻ kinh nghiệm học tập cũng làm .,2,0
chắc sinh viên nói đúng .,0,1
cung cấp kiến thức hay cho sinh viên .,2,1
góp phần truyền cảm hứng cho học viên .,2,0
"dạy hay , dễ hiểu , nhiệt tình .",2,0
"cô tạo một khí gần gũi , áp lực , học thoải mái .",2,0
thầy dạy vui vẻ nhiệt tình .,2,0
"cô dạy nhiệt tình , tài liệu đầy đủ .",2,0
giáo viên dạy dễ hiểu .,2,0
xây dựng cơ sở dữ liệu lớn phục vụ thực hành sinh viên .,0,1
"thời gian xếp lịch thực hành hợp lý , lý thuyết học tiết bốn mươi lăm , thực hành học tiết sáu mươi bảy tám .",0,1
cô còn vui vẻ tận tâm em quý cô .,2,0
em mong thầy giảm thời lượng seminar tăng thêm buổi thầy dạý kiến thức .,0,0
"bài tập mang tính vận dụng cao , giúp sinh viên hiểu nhớ kiến thức học .",2,1
"bắt sinh viên ngồi đủ tám mươi phần trăm giờ học trở đề tài sinh viên nắm cách làm , ngồi điểm danh mất thời gian vô ích .",0,1
ở giảng đường lâu lâu cúp điện nóng .,0,2
"cô dạy dễ hiểu , vui vẻ .",2,0
"cơ sở vật chất cải thiện , tránh học ở giảng đường .",0,2
tiết học giảng viên nước ngoài .,0,0
"giáo viên dạy tận tình , dễ hiểu .",2,0
bài ví dụ mẫu slide cũ ở chương khó cho ôn tập !,0,1
"thầy nhiệt tình giảng dạy , luôn quan tâm chú ý đến sinh viên giải đáp mọi thắc mắc quá trình giải bài tập .",2,0
đề thực hành hơi dài .,0,1
cô lo cho sinh viên .,2,0
hài lòng về thầy .,1,3
"giảng dạy hướng dẫn dễ hiểu , dễ tiếp thu .",2,0
thầy wzjwz60 một giảng viên tận tâm yêu nghề !,2,0
giảng dạy kèm áp dụng thực tế hơn .,0,0
em góp ý nho nhỏ thôi ạ .,1,3
"thầy giảng dạy tốt , dễ hiểu .",2,0
"giờ học luôn sinh động , hiệu quả , giúp học sinh nắm vững kiến thức .",2,0
"thầy giảng viên truyền đạt kiến thức tốt , sinh viên dễ tiếp thu .",2,0
giảng viên nhóm bạn wzjwz224 seminar lần lớp thể tiếp thu buổi seminar hiệu quả giảng viên dạy .,0,0
"truyền đạt tốt , hay .",2,0
ít người học thực hành môn cấu trúc dữ liệu & giải thuật .,0,3
chưa thúc đẩy học sinh học tập .,0,0
cô tận tâm nhiệt tình vui vẻ hiểu tâm lý học sinh .,2,0
"thầy dạy vui tính , hiểu tâm lý học sinh , cách dạy cuốn hút , dễ hiểu .",2,0
"dạý kiến thức sâu , rộng .",2,0
thầy cho bài tập hơn .,0,0
"cho ít bài tập , nâng cao kiến thức .",0,1
thầy hay cúp tiết .,0,0
"thầy giảng cũng khá chi tiết , hay .",2,0
môn học giúp ích cho cuộc song này ( môn võ ) fraction đánh bài quyền cơ bản thể tự vệ bản thân .,0,1
"khá bài tập wecode quá khó thực tế , hy vọng kỳ thi sắp tới thầy cho đề dễ thở hơn đánh đố quá , em sắp rớt môn đến ạ hu hu .",0,0
"giảng viên hòa đồng vui tính , phong cách giảng dạy đỉnh đạc , chia nhóm làm hiệu quả .",2,0
"thầy dạy dễ hiểu , nhiệt tình .",2,0
"nhiệt tình , tận tâm , luôn tận dụng tối đa giờ học lớp , kiến thức truyền đạt tốt , vui vẻ , hoà đồng sinh viên .",2,0
thầy xem xét bài sinh viên giải .,0,0
"quản lý dẫn đến tình trạng "" cha chung ai khóc "" .",0,3
"thầy giảng bài tận tâm , cách truyền đạt dễ hiểu , gần gũi sinh viên thường hay lời khuyên ích .",2,0
"cô giảng dạy nhiệt tình , dễ hiểu , bài tập bám sát lý thuyết .",2,0
"thầy dạy hay , dễ tiếp thu bài .",2,0
cô wzjwz231 thường xuyên chữa bài tập đi sát nội dung học tập .,2,0
cung cố thêm phần ngữ pháp vựng .,0,1
thầy cung cấp bài tập hướng giải hay .,2,0
"tận tâm , nhiệt huyết .",2,0
"giảng viên dạy dễ hiểu , rõ ràng liên hệ thực tiễn cuộc sống .",2,0
giảng viên đảm bảo giờ lớp .,2,0
"công cụ , kiến thức sát công nghệ doanh nghiệp thực tế bên ngoài sử dụng .",0,1
cho bài tập thực hành trang web thực hành hay .,2,0
"em thấy nó thật tốt , giải quyết sinh viên vấn đề .",2,3
hơi khó hiểu .,0,0
"khí vui vẻ , thoải mái .",2,0
nó áp dụng thế nào ?,0,1
dễ .,1,3
thực hành tiết hơn .,0,1
thầy một hiểu biết rộng ở lĩnh vực kể giảng dạy ngoài đời sống .,2,0
chưa ý đến sinh viên .,0,0
em thấy ổn ạ .,1,3
thầy hiền dễ thương vui tính giảng dễ hiểu tận tình .,2,0
"sách , giáo trình cụ thể xác định rõ mục đích môn học .",0,1
cô dạy vui kỹ năng nhiệt tình .,2,0
"chưa trình độ sư phạm cao , giảng giải vấn đề chưa rõ .",0,0
"giảng viên tận tâm , tận tình .",2,0
trò chơi nhằm kích thích tính hiếu thắng sinh viên chất lượng học tốt hơn .,0,1
"giảng viên nhiệt tình , bài học gắn thực tế , thường xuyên cho bài tập củng cố kiến thức .",2,0
tóm thầy học một khóa về kỹ năng giao tiếp .,0,0
"nhiệt tình , thực tế .",2,0
tập trung nghe nói tiếng anh hơn .,0,1
cách giảng dạy chưa đạt hiệu quả cao .,0,0
thầy chưa bao giờ đến lớp .,0,0
cho ví dụ lớp hơn .,0,0
em ý kiến trường giảm số lượng sinh viên một lớp mở thêm lớp hơn .,0,1
chúc thầy sức khỏe thành công .,2,0
"giảng viên giảng dạy nhiệt tình , bám sát nội dung môn học .",2,0
dễ nắm bắt kiến thức đi thi .,2,3
chưa chuẩn kỹ nội dung giảng dạy .,0,0
"thiếu lôi cuốn , còn nói dựa slide .",0,0
bài tập giảng dạy chưa kỹ .,0,1
ít cập nhật thông tin moodle hoặc mail cho sinh viên .,0,1
nội dung thực hành khó .,0,0
"vô tận tình , sẵn sàng truyền đầy đủ kiến thức cho sinh viên hết lòng bảo .",2,0
"thầy tận tình , tâm , quan tâm đến học sinh viên .",2,0
nâng cao công tác giảng dạy hơn .,0,1
cho bài tập cũng bài tập hay .,2,0
dạy sát kiến thức giáo trình .,2,0
"thầy vui tính thú vị , lớp học luôn sôi động .",2,0
"hướng dẫn dễ hiểu , hết mình .",2,0
"giáo viên dạy cơ bản đến nâng cao , truyền đạt rõ cho sinh viên , cho sinh viên kiến thức cơ sở nào phương pháp học sao , giáo viên còn khắt khe học sinh .",0,0
"cho sinh viên đi tham quan thực tế môi trường doanh nghiệp , hạn chế lý thuyết suông .",0,1
"thầy dạy nhiệt tình , trình độ môn học yêu cầu sử dụng tư duy lớn .",2,0
"giảng viên truyền đạt tốt , nhiệt tình , tuân thủ giờ lớp .",2,0
hứng thú lớp .,2,0
thầy tuyệt vời ngày nào .,2,0
cô chấm điểm thiếu minh bạch bài thi .,0,0
học lý thuyết lớp còn lâu mới làm đồ án mang tầm cỡ lớn .,0,1
"thầy dạy hay , dễ hiểu , nhiệt tình .",2,0
"giáo viên giỏi , nhiệt tình .",2,0
lớp chưa đầy đủ .,0,0
"truyền đạt kiến thức môn học còn bảo kiến thức bên ngoài , thực tế , hướng dẫn hay thầy trải sinh viên thể rút tốt hơn phát triển này .",2,0
thầy dạy hay nhiệt tình la em bạn xu hướng tốt .,2,0
phong cách dạy tốt .,2,0
em mong bất kỳ môn nào mở cũng cung cấp kiến thức xứng đáng cho sinh viên .,0,1
cô giảng dạy nhiệt tình .,2,0
em môn kiến trúc máy tính thêm phần thực hành học dễ hình dung hơn .,0,1
buổi sửa bài tập làm kỹ lưỡng hơn .,0,1
giảng viên cho ví dụ thực tế sống động .,2,0
cô giảng đến nào sinh viên chịu hiểu thôi .,2,0
"giảng viên dạy dễ hiểu , xúc tích .",2,0
chất lượng môn học phục vụ tốt sinh viên .,2,1
"giảng viên tận tụy , quan tâm đến sinh viên , giảng dạy hay , hoạt động gần gũi sinh viên .",2,0
"phương pháp truyền đạt tốt , đảm bảo đủ lượng kiến thức cung cấp cho sinh viên .",2,0
giải bài tập .,2,0
cô vui tính dễ gần .,2,0
lâu lâu cô hay bận đột xuất .,0,0
"giảng bài kỹ , nhắc kiến thức quan trọng buổi học mới .",2,0
giảng viên tạo hứng thú học tập cho sinh viên .,0,0
"cô wzjwz242 một giảng viên tâm huyết khả năng truyền đạt cực kỳ cao , cô luôn truyền cảm hứng , kích thích khả năng học tập sinh viên .",2,0
dạy đủ giờ !,1,0
giúp sinh viên giải quyết khúc mắc loại bài tập khác nhau .,2,0
tận tâm hướng dẫn .,2,0
"thầy giảng nhiệt tình , minh họa cụ thể .",2,0
"slide bài giảng thường xuyên sử dụng xen kẽ tiếng anh việt một cách thống nhất , gây khó hiểu cho sinh viên .",0,1
"giáo viên nhiệt tình , đầy đủ hoạt động học tập sinh viên ôn luyện kiến thức .",2,0
thầy hơi bận .,0,0
em doubledot đừng bắt buộc sinh viên lớp đầy đủ .,0,1
"kiến thức hay , hữu ích , khí lớp học thoải mái .",2,0
thầy truyền lửa cho sinh viên .,2,0
giảng viên phương pháp dạy hay .,2,0
"giảng viên cho sinh viên thưc tập nói , nghe hơn .",0,0
"khả năng truyền đạt tốt , kể cho sinh viên hứng thú .",2,0
giáo trình thống nhất bản tiếng anh .,0,1
học thầy em học tốt đạt điểm cao .,2,0
"cô chú trọng đến phát âm , bản chất .",2,0
"thầy up tài liệu , thông báo course , gmail sinh viên giúp em dễ nắm bắt lịch nghỉ bù , tài liệu tham khảo thêm .",2,0
"cô biết cách truyền cảm hứng cho sinh viên , tận tâm môn học .",2,0
"sao thầy cho điểm cộng mấy bạn bảng làm bài tập , bài tập quá một bài nửa điểm cũng , bạn hứng bảng làm bài tập hơn , lớp học sôi động hơn .",0,0
đề nghị trang loa micro mới .,0,2
"giảng viên luôn tận tâm , chu đáo .",2,0
"vui tính , dễ thương .",2,0
"thầy hiền , dễ tính .",2,0
ôn tập kỹ thi .,0,3
cung cấp tài liệu mạng cho sinh viên cải tiến chất lượng môn học .,2,1
"giảng viên nhiệt tình , bài giảng đầy đủ .",2,0
"tiết thực hạnh hay , thực tế , khí vui vẻ .",2,3
hoàn hảo !,2,3
"khả năng truyền đạt - thầy nói khó nghe dùng microphone , hiệu quả bài giảng thấp .",0,0
"thầy dạy hay , thực hành dễ hiểu , đánh trọng tâm .",2,0
phòng học thiết giảng dạy nâng cấp tốt hơn .,0,2
thầy dạy nhiệt tình truyền cảm .,2,0
"thầy khá tận tậm , nhiệt tình .",2,0
"mong cô dạy môn liên quan trực tiếp tới lập trình csharp , java .",2,0
thầy hay đi trễ nghỉ dạy .,0,0
chương trình học khá dài chưa tập trung .,0,1
"giọng thầy êm êm , cao độ này gây mất hứng thú người nghe .",0,0
nhìn dáng thầy đi em thấy thương thương thầy .,1,3
"tôi cảm cảm thấy thiết , thay lớp kỹ năng hay học thuật tốt hơn !",0,1
"kỳ này dạy bằng slide tiếng anh đa phần sinh viên nắm bắt kịp , gần toàn bộ bạn đều hiểu bài .",0,1
"thầy dạy tốt , bám sát nội dung , truyền đạt kiến thức cho sinh viên nhiệt tình .",2,0
giáo viên nhiệt tình gần gũi .,2,0
chú trọng phần bài tập thực hành về mạch .,0,1
thầy dạy tận tâm nhiệt tình .,2,0
nhìn chung thầy dạy tốt khá hiền .,2,0
"giảng dễ hiểu , dễ tiếp thu .",2,0
"cô nhiệt tình , bài giảng dễ hiểu .",2,0
giảng bài tốt .,2,0
"giảng viên nhiệt tình , giàu kinh nghiệm .",2,0
"giảng viên nhiệt tình , dạy bài kỹ , chi tiết , cập nhật bài giảng liên tục .",2,0
